START,ELAPSED_MINUTES,FASE,TEMP_C,T_INI,T_FIN,VELOCITA_NECESSARIA,SOSTA_MIN
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
0,0,0,650,0,0,,0
