START,ELAPSED_MINUTES,FASE,FILTERED_TEMP,T_INI,T_FIN,VELOCITA,SOSTA_MIN
1,0,0,100,0,0,0,0
1,0,0,200,0,0,0,0
1,0,0,300,0,0,0,0
1,0,0,600,0,0,0,0
1,1,0,649,0,0,0,0
1,1,0,650,0,0,0,0
1,1,1,675,20,800,23,10
1,2,1,700,20,800,23,10
1,2,1,700,20,800,23,10
1,2,1,700,20,800,23,10
1,3,1,700,20,800,23,10
1,3,1,700,20,800,23,10
1,3,1,700,20,800,23,10
1,4,1,650,20,800,23,10
1,4,1,650,20,800,23,10
1,4,1,650,20,800,23,10
0,0,0,0,0,0,0,0
0,0,0,700,0,0,0,0
